wowping 1.4 - wowping@tanstaafl.com.au
Data gathered on Wed Feb  6 18:46:29 WST 2008
+---------+------------------------+--------+--------+-----------+
| Latency | Server name            | Type   | Region | Timezone/ |
| 0.306   | Blackwing Lair         | PvP    | US     | Pacific   |
| 0.306   | Blade's Edge           | PvE    | US     | Pacific   |
| 0.306   | Blood Furnace          | PvP    | US     | Central   |
| 0.306   | Coilfang               | PvP    | US     | Pacific   |
| 0.306   | Demon Soul             | PvP    | US     | Eastern   |
| 0.306   | Exodar                 | PvE    | US     | Eastern   |
| 0.306   | Jaedenar               | PvP    | US     | Eastern   |
| 0.306   | Lethon                 | PvP    | US     | Pacific   |
| 0.306   | Ysera                  | PvE    | US     | Eastern   |
| 0.307   | Aerie Peak             | PvE    | US     | Pacific   |
| 0.307   | Auchindoun             | PvP    | US     | Central   |
| 0.307   | Norgannon              | PvE    | US     | Eastern   |
| 0.307   | Steamwheedle Cartel    | RP     | US     | Eastern   |
| 0.307   | The Underbog           | PvP    | US     | Central   |
| 0.307   | Ysondre                | PvP    | US     | Eastern   |
| 0.307   | Zuluhed                | PvP    | US     | Eastern   |
| 0.308   | Archimonde             | PvP    | US     | Central   |
| 0.308   | Dalaran                | PvE    | US     | Eastern   |
| 0.308   | Gnomeregan             | PvE    | US     | Pacific   |
| 0.308   | Mal'Ganis              | PvP    | US     | Central   |
| 0.308   | Scilla                 | PvP    | US     | Eastern   |
| 0.308   | Terokkar               | PvE    | US     | Central   |
| 0.308   | Thrall                 | PvE    | US     | Eastern   |
| 0.308   | Uldaman                | PvE    | US     | Eastern   |
| 0.309   | Arygos                 | PvE    | US     | Eastern   |
| 0.309   | Dalvengyr              | PvP    | US     | Eastern   |
| 0.309   | Dentarg                | PvP    | US     | Eastern   |
| 0.309   | Duskwood               | PvE    | US     | Eastern   |
| 0.309   | The Scryers            | RP     | US     | Pacific   |
| 0.309   | The Venture Co         | RP-PvP | US     | Pacific   |
| 0.309   | Zangarmarsh            | PvE    | US     | Mountain  |
| 0.310   | Anvilmar               | PvE    | US     | Pacific   |
| 0.310   | Doomhammer             | PvE    | US     | Mountain  |
| 0.310   | Executus               | PvP    | US     | Eastern   |
| 0.310   | Kel'Thuzad             | PvP    | US     | Mountain  |
| 0.310   | Khadgar                | PvE    | US     | Eastern   |
| 0.310   | Shattered Halls        | PvP    | US     | Pacific   |
| 0.310   | Tanaris                | PvE    | US     | Eastern   |
| 0.310   | Undermine              | PvE    | US     | Eastern   |
| 0.311   | Anetheron              | PvP    | US     | Eastern   |
| 0.311   | Icecrown               | PvP    | US     | Mountain  |
| 0.312   | Black Dragonflight     | PvP    | US     | Eastern   |
| 0.312   | Onyxia                 | PvP    | US     | Pacific   |
| 0.314   | Azuremyst              | PvE    | US     | Pacific   |
| 0.375   | Dun Modr               | PvP    | EU     | Spanish   |
| 0.375   | Kul Tiras              | PvE    | EU     | English   |
| 0.376   | Agamaggan              | PvP    | EU     | English   |
| 0.376   | Anetheron              | PvP    | EU     | German    |
| 0.376   | Cho'gall               | PvP    | EU     | French    |
| 0.376   | Confrerie du Thorium   | RP-PvE | EU     | French    |
| 0.376   | Crushridge             | PvP    | EU     | English   |
| 0.376   | Dethecus               | PvP    | EU     | German    |
| 0.376   | Executus               | PvP    | EU     | English   |
| 0.376   | Un'Goro                | PvP    | EU     | German    |
| 0.376   | Warsong                | PvP    | EU     | English   |
| 0.377   | Alonsus                | PvE    | EU     | English   |
| 0.377   | Anachronos             | PvE    | EU     | English   |
| 0.377   | Arak-arahm             | PvP    | EU     | French    |
| 0.377   | Arathor                | PvE    | EU     | English   |
| 0.377   | Archimonde             | PvP    | EU     | French    |
| 0.377   | Bloodhoof              | PvE    | EU     | English   |
| 0.377   | Bloodscalp             | PvP    | EU     | English   |
| 0.377   | Bronze Dragonflight    | PvE    | EU     | English   |
| 0.377   | Burning Legion         | PvP    | EU     | English   |
| 0.377   | Burning Steppes        | PvP    | EU     | English   |
| 0.377   | Chromaggus             | PvP    | EU     | English   |
| 0.377   | Darkspear              | PvE    | EU     | English   |
| 0.377   | Forscherliga           | RP-PvE | EU     | German    |
| 0.377   | Hellfire               | PvE    | EU     | English   |
| 0.377   | Karazhan               | PvP    | EU     | English   |
| 0.377   | Les Clairvoyants       | RP-PvE | EU     | French    |
| 0.377   | Lightbringer           | PvE    | EU     | English   |
| 0.377   | Los Errantes           | RP-PvE | EU     | Spanish   |
| 0.377   | Medivh                 | PvE    | EU     | French    |
| 0.377   | Shattered Halls        | PvP    | EU     | English   |
| 0.377   | Shattrath              | PvE    | EU     | German    |
| 0.377   | Sporeggar              | RP-PvP | EU     | English   |
| 0.377   | Thrall                 | PvE    | EU     | German    |
| 0.378   | Aggramar               | PvE    | EU     | English   |
| 0.378   | Argent Dawn            | RP     | EU     | English   |
| 0.378   | Arthas                 | PvP    | EU     | German    |
| 0.378   | Arygos                 | PvE    | EU     | German    |
| 0.378   | Azshara                | PvP    | EU     | German    |
| 0.378   | Bronzebeard            | PvE    | EU     | English   |
| 0.378   | Burning Blade          | PvP    | EU     | English   |
| 0.378   | Das Konsortium         | RP-PvP | EU     | German    |
| 0.378   | Die Aldor              | RP-PvE | EU     | German    |
| 0.378   | Draenor                | PvE    | EU     | English   |
| 0.378   | Dragonmaw              | PvP    | EU     | English   |
| 0.378   | Eitrigg                | PvE    | EU     | French    |
| 0.378   | Hyjal                  | PvE    | EU     | French    |
| 0.378   | Kirin Tor              | RP-PvE | EU     | French    |
| 0.378   | Molten Core            | PvP    | EU     | English   |
| 0.378   | Moonglade              | RP     | EU     | English   |
| 0.378   | Nazjatar               | PvP    | EU     | German    |
| 0.378   | Ner'zhul               | PvP    | EU     | French    |
| 0.378   | Norgannon              | PvE    | EU     | German    |
| 0.378   | Shen'dralar            | RP-PvP | EU     | Spanish   |
| 0.378   | Sinstralis             | PvP    | EU     | French    |
| 0.378   | Teldrassil             | PvE    | EU     | German    |
| 0.378   | Temple noir            | PvP    | EU     | French    |
| 0.378   | The Sha'tar            | RP     | EU     | English   |
| 0.378   | Tichondrius            | PvP    | EU     | German    |
| 0.378   | Todeswache             | RP     | EU     | German    |
| 0.378   | Tyrande                | PvE    | EU     | Spanish   |
| 0.378   | Uldaman                | PvE    | EU     | French    |
| 0.378   | Vol'jin                | PvE    | EU     | French    |
| 0.379   | Azjol-Nerub            | PvE    | EU     | English   |
| 0.379   | Bladefist              | PvP    | EU     | English   |
| 0.379   | Blutkessel             | PvP    | EU     | German    |
| 0.379   | Chants eternels        | PvR    | EU     | French    |
| 0.379   | Darkmoon Faire         | RP     | EU     | English   |
| 0.379   | Der Mithrilorden       | RP-PvE | EU     | German    |
| 0.379   | Garona                 | PvP    | EU     | French    |
| 0.379   | Ghostlands             | PvE    | EU     | English   |
| 0.379   | Khadgar                | PvE    | EU     | English   |
| 0.379   | Kor'gall               | PvP    | EU     | English   |
| 0.379   | La Croisade ecarlate   | RP-PvP | EU     | French    |
| 0.379   | Minahonda              | PvE    | EU     | Spanish   |
| 0.379   | Nethersturm            | PvE    | EU     | German    |
| 0.379   | Sargeras               | PvP    | EU     | French    |
| 0.380   | Aszune                 | PvE    | EU     | English   |
| 0.380   | Auchindoun             | PvP    | EU     | English   |
| 0.380   | Blackmoore             | PvP    | EU     | German    |
| 0.380   | Daggerspine            | PvP    | EU     | English   |
| 0.380   | Dragonblight           | PvE    | EU     | English   |
| 0.380   | Dunemaul               | PvP    | EU     | English   |
| 0.380   | Echsenkessel           | PvP    | EU     | German    |
| 0.380   | Emerald Dream          | PvE    | EU     | English   |
| 0.380   | Kael'thas              | PvP    | EU     | French    |
| 0.380   | Marecage de Zangar     | PvE    | EU     | French    |
| 0.380   | Nagrand                | PvE    | EU     | English   |
| 0.380   | Naxxramas              | PvP    | EU     | French    |
| 0.380   | Uldum                  | PvP    | EU     | Spanish   |
| 0.380   | Zenedar                | PvP    | EU     | English   |
| 0.381   | Al'Akir                | PvP    | EU     | English   |
| 0.381   | C'Thun                 | PvP    | EU     | Spanish   |
| 0.381   | Dalaran                | PvE    | EU     | French    |
| 0.381   | Deathwing              | PvP    | EU     | English   |
| 0.381   | Dentarg                | PvP    | EU     | English   |
| 0.381   | Doomhammer             | PvE    | EU     | English   |
| 0.381   | Festungder Sturme      | PvP    | EU     | German    |
| 0.382   | Illidan                | PvP    | EU     | French    |
| 0.382   | Sunstrider             | PvP    | EU     | English   |
| 0.384   | Magtheridon            | PvP    | EU     | English   |
| 0.385   | Darksorrow             | PvP    | EU     | English   |
| 0.385   | Laughing Skull         | PvP    | EU     | English   |
| 0.385   | Nathrezim              | PvP    | EU     | German    |
| 0.385   | Quel'Thalas            | PvE    | EU     | English   |
| 0.385   | Stormscale             | PvP    | EU     | English   |
| 0.385   | Sylvanas               | PvP    | EU     | English   |
| 0.385   | Terrordar              | PvP    | EU     | German    |
| 0.385   | Twilight's Hammer      | PvP    | EU     | English   |
| 0.385   | Varimathras            | PvP    | EU     | French    |
| 0.386   | Aman'Thul              | PvE    | EU     | German    |
| 0.386   | Antonidas              | PvE    | EU     | German    |
| 0.386   | Baelgun                | PvE    | EU     | German    |
| 0.386   | Bloodfeather           | PvP    | EU     | English   |
| 0.386   | Das Syndikat           | RP-PvP | EU     | German    |
| 0.386   | Dun Morogh             | PvE    | EU     | German    |
| 0.386   | Eredar                 | PvP    | EU     | German    |
| 0.386   | Frostwolf              | PvP    | EU     | German    |
| 0.386   | Gul'dan                | PvP    | EU     | German    |
| 0.386   | Krag'jin               | PvP    | EU     | German    |
| 0.386   | Neptulon               | PvP    | EU     | English   |
| 0.386   | Nera'thor              | PvP    | EU     | German    |
| 0.386   | Nozdormu               | PvE    | EU     | German    |
| 0.386   | Sen'jin                | PvE    | EU     | German    |
| 0.386   | Silvermoon             | PvE    | EU     | English   |
| 0.386   | Stormrage              | PvE    | EU     | English   |
| 0.386   | Stormreaver            | PvP    | EU     | English   |
| 0.387   | Anub'arak              | PvP    | EU     | German    |
| 0.387   | Balnazzar              | PvP    | EU     | English   |
| 0.387   | Conseil des Ombres     | RP-PvP | EU     | French    |
| 0.387   | Defias Brotherhood     | RP-PvP | EU     | English   |
| 0.387   | Der Rat von Dalaran    | RP-PvE | EU     | German    |
| 0.387   | Earthen Ring           | RP     | EU     | English   |
| 0.387   | Frostmourne            | PvP    | EU     | German    |
| 0.387   | Khaz Modan             | PvE    | EU     | French    |
| 0.387   | Madmortem              | PvE    | EU     | German    |
| 0.387   | Mal'Ganis              | PvP    | EU     | German    |
| 0.387   | Proudmoore             | PvE    | EU     | German    |
| 0.387   | Rashgarroth            | PvP    | EU     | French    |
| 0.387   | Shadowsong             | PvE    | EU     | English   |
| 0.387   | Shattered Hand         | PvP    | EU     | English   |
| 0.387   | Thunderhorn            | PvE    | EU     | English   |
| 0.387   | Twisting Nether        | PvP    | EU     | English   |
| 0.387   | Wrathbringer           | PvP    | EU     | German    |
| 0.388   | Alleria                | PvE    | EU     | German    |
| 0.388   | Genjuros               | PvP    | EU     | English   |
| 0.388   | Hellscream             | PvE    | EU     | English   |
| 0.388   | Kel'Thuzad             | PvP    | EU     | German    |
| 0.388   | Lightning's Blade      | PvP    | EU     | English   |
| 0.388   | Malfurion              | PvE    | EU     | German    |
| 0.388   | Nordrassil             | PvE    | EU     | English   |
| 0.388   | Perenolde              | PvE    | EU     | German    |
| 0.388   | Shadowmoon             | PvP    | EU     | English   |
| 0.388   | Terenas                | PvE    | EU     | English   |
| 0.388   | Theradras              | PvP    | EU     | German    |
| 0.388   | The Venture Co         | RP-PvP | EU     | English   |
| 0.388   | Throk'Feroth           | PvP    | EU     | French    |
| 0.388   | Zirkeldes Cenarius     | RP-PvE | EU     | German    |
| 0.389   | Drek'Thar              | PvE    | EU     | French    |
| 0.389   | Les Sentinelles        | RP-PvE | EU     | French    |
| 0.389   | Onyxia                 | PvP    | EU     | German    |
| 0.389   | Ravencrest             | PvP    | EU     | English   |
| 0.389   | Spinebreaker           | PvP    | EU     | English   |
| 0.389   | The Maelstrom          | PvP    | EU     | English   |
| 0.389   | Turalyon               | PvE    | EU     | English   |
| 0.389   | Zul'jin                | PvP    | EU     | Spanish   |
| 0.390   | Alexstrasza            | PvE    | EU     | German    |
| 0.390   | Boulderfist            | PvP    | EU     | English   |
| 0.390   | Die Silberne Hand      | RP-PvE | EU     | German    |
| 0.390   | Frostwhisper           | PvP    | EU     | English   |
| 0.390   | Gorgonnash             | PvP    | EU     | German    |
| 0.390   | Kult der Verdammten    | RP-PvP | EU     | German    |
| 0.390   | Mannoroth              | PvP    | EU     | German    |
| 0.390   | Ragnaros               | PvP    | EU     | English   |
| 0.390   | Tirion                 | PvE    | EU     | German    |
| 0.390   | Vashj                  | PvP    | EU     | English   |
| 0.390   | Vek'lor                | PvP    | EU     | German    |
| 0.390   | Ysondre                | PvP    | EU     | French    |
| 0.391   | Aegwynn                | PvP    | EU     | German    |
| 0.391   | Blackhand              | PvE    | EU     | German    |
| 0.391   | Elune                  | PvE    | EU     | French    |
| 0.391   | Jaedenar               | PvP    | EU     | English   |
| 0.391   | Kil'jaeden             | PvP    | EU     | German    |
| 0.391   | Rajaxx                 | PvP    | EU     | German    |
| 0.391   | Runetotem              | PvE    | EU     | English   |
| 0.391   | Skullcrusher           | PvP    | EU     | English   |
| 0.391   | Tarren Mill            | PvP    | EU     | English   |
| 0.392   | Destromath             | PvP    | EU     | German    |
| 0.392   | Krasus                 | PvE    | EU     | French    |
| 0.393   | Der abyssische Rat     | RP-PvP | EU     | German    |
| 0.393   | Eldre'Thalas           | PvP    | EU     | French    |
| 0.393   | Haomarush              | PvP    | EU     | English   |
| 0.393   | Outland                | PvP    | EU     | English   |
| 0.395   | Arathi                 | PvP    | EU     | French    |
| 0.395   | Die Nachtwache         | RP     | EU     | German    |
| 0.396   | Lordaeron              | PvE    | EU     | German    |
| 0.397   | Mug'thol               | PvP    | EU     | German    |
| 0.397   | Stonemaul              | PvP    | EU     | English   |
| 0.397   | Taerar                 | PvP    | EU     | German    |
| 0.398   | Kilrogg                | PvE    | EU     | English   |
| 0.399   | Kazzak                 | PvP    | EU     | English   |
| 0.399   | Vek'nilash             | PvP    | EU     | English   |
| 0.400   | Suramar                | PvE    | EU     | French    |
| 0.401   | Ambossar               | PvE    | EU     | German    |
| 0.402   | Frostmane              | PvP    | EU     | English   |
| 0.403   | Aerie Peak             | PvE    | EU     | English   |
| 0.403   | Ravenholdt             | RP-PvP | EU     | English   |
| 0.404   | Culte de la Rive Noire | RP-PvP | EU     | French    |
| 0.404   | Wildhammer             | PvE    | EU     | English   |
| 0.405   | Eonar                  | PvE    | EU     | English   |
| 0.406   | Dalvengyr              | PvP    | EU     | German    |
| 0.409   | Grim Batol             | PvP    | EU     | English   |
| Timeout | Ahn'Qiraj              | PvP    | EU     | English   |
| Timeout | Blackrock              | PvP    | EU     | English   |
| Timeout | Deathwing              | PvP    | US     | Mountain  |
| Timeout | Die Arguswacht         | RP-PvP | EU     | German    |
| Timeout | Die ewige Wacht        | RP-PvE | EU     | German    |
| Timeout | Die Todeskrallen       | RP-PvP | EU     | German    |
| Timeout | Drak'thul              | PvP    | EU     | English   |
| Timeout | Durotan                | PvE    | EU     | German    |
| Timeout | Emeriss                | PvP    | EU     | English   |
| Timeout | Gilneas                | PvE    | EU     | German    |
| Timeout | Greymane               | PvE    | US     | Central   |
| Timeout | Hakkar                 | PvP    | EU     | English   |
| Timeout | Kael'thas              | PvE    | US     | Central   |
| Timeout | Kargath                | PvE    | EU     | German    |
| Timeout | Khaz'goroth            | PvE    | EU     | German    |
| Timeout | Lothar                 | PvE    | EU     | German    |
| Timeout | Malygos                | PvE    | EU     | German    |
| Timeout | Mazrigos               | PvP    | EU     | English   |
| Timeout | Nefarian               | PvP    | EU     | German    |
| Timeout | Quel'dorei             | PvE    | US     | Central   |
| Timeout | Rexxar                 | PvE    | EU     | German    |
| Timeout | Scarshield Legion      | RP-PvP | EU     | English   |
| Timeout | Steamwheedle Cartel    | RP     | EU     | English   |
| Timeout | Talnivarr              | PvP    | EU     | English   |
| Timeout | Trollbane              | PvE    | US     | Eastern   |
| Timeout | Trollbane              | PvP    | EU     | English   |
| Timeout | Xavius                 | PvP    | EU     | English   |
| Timeout | Ysera                  | PvE    | EU     | German    |
| Timeout | Zuluhed                | PvP    | EU     | German    |
+---------+------------------------+--------+--------+-----------+
